objectid,title,creator,date,description,subject,extent,medium,source,identifier,format,available,rightsstatement,display_template,object_location,object_location_calc,image_small,image_thumb,image_alt_text,filename
ArtLoanProgram_00100,London Coffee House,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 35",artloan_b4_0035,image/jpeg,yes,,image,,/objects/artloan_b4_0035.jpg,,,,artloan_b4_0035.jpg
ArtLoanProgram_00101,The Three Crowns,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 36",artloan_b4_0036,image/jpeg,yes,,image,,/objects/artloan_b4_0036.jpg,,,,artloan_b4_0036.jpg
ArtLoanProgram_00102,Penny Pot Tavern and Landing,Robt. Smith Ale Brewing Co.,,Print (color),building ; town ; river,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 37",artloan_b4_0037,image/jpeg,yes,,image,,/objects/artloan_b4_0037.jpg,,,,artloan_b4_0037.jpg
ArtLoanProgram_00103,State House Tavern,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 38",artloan_b4_0038,image/jpeg,yes,,image,,/objects/artloan_b4_0038.jpg,,,,artloan_b4_0038.jpg
ArtLoanProgram_00104,Black Horse Inn Yard,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 39",artloan_b4_0039,image/jpeg,yes,,image,,/objects/artloan_b4_0039.jpg,,,,artloan_b4_0039.jpg
ArtLoanProgram_00105,City Tavern,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 40",artloan_b4_0040,image/jpeg,yes,,image,,/objects/artloan_b4_0040.jpg,,,,artloan_b4_0040.jpg
ArtLoanProgram_00106,Drawbridge and Blue Anchor Inn,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 41",artloan_b4_0041,image/jpeg,yes,,image,,/objects/artloan_b4_0041.jpg,,,,artloan_b4_0041.jpg
ArtLoanProgram_00107,Moon and Seven Stars,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 42",artloan_b4_0042,image/jpeg,yes,,image,,/objects/artloan_b4_0042.jpg,,,,artloan_b4_0042.jpg
ArtLoanProgram_00108,Smith's 1774 Brewery,Robt. Smith Ale Brewing Co.,,Print (color),building ; town,Less than 21 in. x 25 in.,print,"Art Loan, box 4, item 43",artloan_b4_0043,image/jpeg,yes,,image,,/objects/artloan_b4_0043.jpg,,,,artloan_b4_0043.jpg
ArtLoanProgram_00109,The Subway Stairs,"Slove, John",,ink drawing,cityscape ; woman ; people,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 1",artloan_b5_0001,image/jpeg,yes,,image,,/objects/artloan_b5_0001.jpg,,,,artloan_b5_0001.jpg
ArtLoanProgram_00110,Woman at Desk,"Oberterrfer, H. Amiand",,drawing,woman,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 2",artloan_b5_0002,image/jpeg,yes,,image,,/objects/artloan_b5_0002.jpg,,,,artloan_b5_0002.jpg
ArtLoanProgram_00111,Rooster,"May, S.",1954,block print,animal ; colorful ; abstract,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 3",artloan_b5_0003,image/jpeg,yes,,image,,/objects/artloan_b5_0003.jpg,,,,artloan_b5_0003.jpg
ArtLoanProgram_00112,The Sea,Schneidler,,block print,colorful ; abstract,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 4",artloan_b5_0004,image/jpeg,yes,,image,,/objects/artloan_b5_0004.jpg,,,,artloan_b5_0004.jpg
ArtLoanProgram_00113,Derriere Le Miroir,"B., S.",,drawing,abstract,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 5",artloan_b5_0005,image/jpeg,yes,,image,,/objects/artloan_b5_0005.jpg,,,,artloan_b5_0005.jpg
ArtLoanProgram_00114,Abstract Shapes,Lanskoy,,painting,abstract ; colorful,Less than 21 in. x 25 in.,painting,"Art Loan, box 5, item 6",artloan_b5_0006,image/jpeg,yes,,image,,/objects/artloan_b5_0006.jpg,,,,artloan_b5_0006.jpg
ArtLoanProgram_00115,Ali Baba,"Beardsley, Aubrey",,print,person ; portrait,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 7",artloan_b5_0007,image/jpeg,yes,,image,,/objects/artloan_b5_0007.jpg,,,,artloan_b5_0007.jpg
ArtLoanProgram_00116,Qezicht Up Antwerpen,"Korthaus, Jan",,watercolor and ink,river ; cityscape,Less than 21 in. x 25 in.,watercolor,"Art Loan, box 5, item 8",artloan_b5_0008,image/jpeg,yes,,image,,/objects/artloan_b5_0008.jpg,,,,artloan_b5_0008.jpg
ArtLoanProgram_00117,Two Ink Drawings,"Kulim, A.",,ink drawing,animals ; people,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 9",artloan_b5_0009,image/jpeg,yes,,image,,/objects/artloan_b5_0009.jpg,,,,artloan_b5_0009.jpg
ArtLoanProgram_00119,Three People Seated on Bench,Ralkin,,charcoal,people,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 11",artloan_b5_0011,image/jpeg,yes,,image,,/objects/artloan_b5_0011.jpg,,,,artloan_b5_0011.jpg
ArtLoanProgram_00120,"Old New Bedford Whaler ""Andrew Hicke""","Hunter, F. Leo",,black and white etching,ship ; seascape,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 12",artloan_b5_0012,image/jpeg,yes,,image,,/objects/artloan_b5_0012.jpg,,,,artloan_b5_0012.jpg
ArtLoanProgram_00121,Waterfront,"Swann, James",,black and white etching,people ; water,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 13",artloan_b5_0013,image/jpeg,yes,,image,,/objects/artloan_b5_0013.jpg,,,,artloan_b5_0013.jpg
ArtLoanProgram_00122,City Bridge Over Water,Schneider,1927-08,black and white etching,water ; bridge ; cityscape,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 14",artloan_b5_0014,image/jpeg,yes,,image,,/objects/artloan_b5_0014.jpg,,,,artloan_b5_0014.jpg
ArtLoanProgram_00123,"Study for ""Soldiers"" Series","Rosa, Salvador",,black and white etching,people,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 15",artloan_b5_0015,image/jpeg,yes,,image,,/objects/artloan_b5_0015.jpg,,,,artloan_b5_0015.jpg
ArtLoanProgram_00124,Half Nude Woman,Perez,,black and white etching,woman,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 16",artloan_b5_0016,image/jpeg,yes,,image,,/objects/artloan_b5_0016.jpg,,,,artloan_b5_0016.jpg
ArtLoanProgram_00125,Wanderer,Sams,,black and white etching,men ; people,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 17",artloan_b5_0017,image/jpeg,yes,,image,,/objects/artloan_b5_0017.jpg,,,,artloan_b5_0017.jpg
ArtLoanProgram_00126,Woman and Man,Simm XXXXI,,painting,people ; abstract,Less than 21 in. x 25 in.,painting,"Art Loan, box 5, item 18",artloan_b5_0018,image/jpeg,yes,,image,,/objects/artloan_b5_0018.jpg,,,,artloan_b5_0018.jpg
ArtLoanProgram_00127,Quarte Gats,"Torent, Eveli",1977,print,women ; literary cover,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 19",artloan_b5_0019,image/jpeg,yes,,image,,/objects/artloan_b5_0019.jpg,,,,artloan_b5_0019.jpg
ArtLoanProgram_00128,(standing girl),"Taubes, Frederick",,black and white etching,woman,Less than 21 in. x 25 in.,etching,"Art Loan, box 5, item 20",artloan_b5_0020,image/jpeg,yes,,image,,/objects/artloan_b5_0020.jpg,,,,artloan_b5_0020.jpg
ArtLoanProgram_00129,Two Men,Schliez,,black and white block print,men ; clouds ; sky,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 21",artloan_b5_0021,image/jpeg,yes,,image,,/objects/artloan_b5_0021.jpg,,,,artloan_b5_0021.jpg
ArtLoanProgram_00130,People and Star,"Aeuser, Werner",,black and white drawing,people ; sky ; nature,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 22",artloan_b5_0022,image/jpeg,yes,,image,,/objects/artloan_b5_0022.jpg,,,,artloan_b5_0022.jpg
ArtLoanProgram_00131,Person with Instrument,Malou,1965,black and white block print,person ; instrument,Less than 21 in. x 25 in.,print,"Art Loan, box 5, item 23",artloan_b5_0023,image/jpeg,yes,,image,,/objects/artloan_b5_0023.jpg,,,,artloan_b5_0023.jpg
ArtLoanProgram_00132,Portrait,"Ghani, Niorli",1912,drawing,portrait ; colorful,Less than 21 in. x 25 in.,drawing,"Art Loan, box 5, item 24",artloan_b5_0024,image/jpeg,yes,,image,,/objects/artloan_b5_0024.jpg,,,,artloan_b5_0024.jpg
